station,N,observed_closure_error,null_median_closure_error,observed_minus_null_median,closure_local_p_less_equal,observed_winner,status
Wanshouxigong,9,1.3691027692303281,1.3831588110961868,-0.014056041865858626,0.203125,True,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,10,1.3941824617669307,1.3859090354714392,0.008273426295491548,0.65625,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,11,1.4003164940004411,1.3775752910596113,0.02274120294082982,0.828125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,12,1.3895371457079313,1.383517281194922,0.006019864513009399,0.625,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,13,1.3915770798377238,1.3855149284491588,0.006062151388565029,0.609375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,14,1.3840605489060311,1.3830354162463676,0.0010251326596635302,0.53125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,15,1.3733324574513799,1.3828636765392057,-0.009531219087825837,0.3203125,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,16,1.405231687934542,1.385782397909617,0.019449290024924792,0.7890625,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,17,1.4146336787630076,1.3874547025456596,0.027178976217347994,0.9296875,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,18,1.4072501219170432,1.3867594432247146,0.02049067869232868,0.8359375,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,19,1.3953247665767248,1.3861606357602845,0.009164130816440297,0.640625,False,POST_HOC_DIAGNOSTIC_ONLY
Wanshouxigong,20,1.4134091328323652,1.388849059489058,0.024560073343307343,0.921875,False,POST_HOC_DIAGNOSTIC_ONLY
