family_id,target_channel,parent_count,median_effect,direction_recovery_probability,wilson_95_low,wilson_95_high,interpretation
P05,volume_neighbor,1,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,2,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,4,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,6,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,8,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,12,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P05,volume_neighbor,20,0.9312342698206929,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,1,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,2,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,4,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,6,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,8,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,12,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P06,curl_coherence_3d,20,0.9436293366253962,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,1,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,2,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,4,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,6,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,8,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,12,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P07,temporal_lag,20,0.7012490319171694,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,1,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,2,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,4,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,6,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,8,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,12,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P08,temporal_vector_curl_coherence,20,0.9924628549296326,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,1,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,2,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,4,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,6,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,8,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,12,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P09,graph_triangle_concentration,20,0.0005441304874968231,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,1,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,2,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,4,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,6,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,8,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,12,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P10,directed_return_trace,20,0.16477653546895416,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,1,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,2,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,4,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,6,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,8,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,12,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P11,point_coherence,20,0.8712724168473511,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,1,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,2,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,4,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,6,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,8,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,12,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
P12,winding_number,20,0.9016087287207277,1.0,0.996173241514445,1.0,SYNTHETIC_CHANNEL_DIRECTION_NOT_UNIVERSAL_TLD_POWER
