parent_count,nested_replicates,ICC,effect_size,heterogeneity,missingness,projection_disagreement,multiple_testing_family_size,estimated_rejection_probability,simulation_replicates
20,1,0.9,0.0,0.0,0.2,0.15,6,0.0188,2500
20,1,0.9,0.4,0.0,0.0,0.0,1,0.4404,2500
20,1,0.9,0.4,0.4,0.0,0.0,1,0.4084,2500
20,1,0.9,0.4,0.4,0.2,0.15,3,0.1008,2500
20,1,0.9,0.4,0.0,0.2,0.15,6,0.0888,2500
20,1,0.9,0.8,0.0,0.0,0.0,1,0.9376,2500
20,1,0.9,0.8,0.4,0.0,0.0,1,0.92,2500
20,1,0.9,0.8,0.4,0.2,0.15,3,0.3364,2500
20,1,0.9,0.8,0.0,0.2,0.15,6,0.2996,2500
20,1,0.9,1.2,0.0,0.0,0.0,1,0.9992,2500
20,1,0.9,1.2,0.4,0.0,0.0,1,0.9984,2500
20,1,0.9,1.2,0.4,0.2,0.15,3,0.546,2500
20,1,0.9,1.2,0.0,0.2,0.15,6,0.4896,2500
20,10,0.0,0.0,0.0,0.0,0.0,1,0.0616,2500
20,10,0.0,0.0,0.4,0.0,0.0,1,0.072,2500
20,10,0.0,0.0,0.4,0.2,0.15,3,0.0332,2500
20,10,0.0,0.0,0.0,0.2,0.15,6,0.0208,2500
20,10,0.0,0.4,0.0,0.0,0.0,1,1.0,2500
20,10,0.0,0.4,0.4,0.0,0.0,1,0.9284,2500
20,10,0.0,0.4,0.4,0.2,0.15,3,0.3576,2500
20,10,0.0,0.4,0.0,0.2,0.15,6,0.5188,2500
20,10,0.0,0.8,0.0,0.0,0.0,1,1.0,2500
20,10,0.0,0.8,0.4,0.0,0.0,1,1.0,2500
20,10,0.0,0.8,0.4,0.2,0.15,3,0.6724,2500
20,10,0.0,0.8,0.0,0.2,0.15,6,0.7068,2500
20,10,0.0,1.2,0.0,0.0,0.0,1,1.0,2500
20,10,0.0,1.2,0.4,0.0,0.0,1,1.0,2500
20,10,0.0,1.2,0.4,0.2,0.15,3,0.76,2500
20,10,0.0,1.2,0.0,0.2,0.15,6,0.7516,2500
20,10,0.3,0.0,0.0,0.0,0.0,1,0.07,2500
20,10,0.3,0.0,0.4,0.0,0.0,1,0.0592,2500
20,10,0.3,0.0,0.4,0.2,0.15,3,0.0304,2500
20,10,0.3,0.0,0.0,0.2,0.15,6,0.014,2500
20,10,0.3,0.4,0.0,0.0,0.0,1,0.8368,2500
20,10,0.3,0.4,0.4,0.0,0.0,1,0.68,2500
20,10,0.3,0.4,0.4,0.2,0.15,3,0.2072,2500
20,10,0.3,0.4,0.0,0.2,0.15,6,0.2192,2500
20,10,0.3,0.8,0.0,0.0,0.0,1,1.0,2500
20,10,0.3,0.8,0.4,0.0,0.0,1,0.9984,2500
20,10,0.3,0.8,0.4,0.2,0.15,3,0.5284,2500
20,10,0.3,0.8,0.0,0.2,0.15,6,0.534,2500
20,10,0.3,1.2,0.0,0.0,0.0,1,1.0,2500
20,10,0.3,1.2,0.4,0.0,0.0,1,1.0,2500
20,10,0.3,1.2,0.4,0.2,0.15,3,0.6832,2500
20,10,0.3,1.2,0.0,0.2,0.15,6,0.6628,2500
20,10,0.6,0.0,0.0,0.0,0.0,1,0.0616,2500
20,10,0.6,0.0,0.4,0.0,0.0,1,0.0712,2500
20,10,0.6,0.0,0.4,0.2,0.15,3,0.0384,2500
20,10,0.6,0.0,0.0,0.2,0.15,6,0.0184,2500
20,10,0.6,0.4,0.0,0.0,0.0,1,0.6036,2500
20,10,0.6,0.4,0.4,0.0,0.0,1,0.5248,2500
20,10,0.6,0.4,0.4,0.2,0.15,3,0.1496,2500
20,10,0.6,0.4,0.0,0.2,0.15,6,0.13,2500
20,10,0.6,0.8,0.0,0.0,0.0,1,0.9956,2500
20,10,0.6,0.8,0.4,0.0,0.0,1,0.9736,2500
20,10,0.6,0.8,0.4,0.2,0.15,3,0.4172,2500
20,10,0.6,0.8,0.0,0.2,0.15,6,0.4132,2500
20,10,0.6,1.2,0.0,0.0,0.0,1,1.0,2500
20,10,0.6,1.2,0.4,0.0,0.0,1,1.0,2500
20,10,0.6,1.2,0.4,0.2,0.15,3,0.6284,2500
20,10,0.6,1.2,0.0,0.2,0.15,6,0.5896,2500
20,10,0.9,0.0,0.0,0.0,0.0,1,0.072,2500
20,10,0.9,0.0,0.4,0.0,0.0,1,0.0696,2500
20,10,0.9,0.0,0.4,0.2,0.15,3,0.0324,2500
20,10,0.9,0.0,0.0,0.2,0.15,6,0.0224,2500
20,10,0.9,0.4,0.0,0.0,0.0,1,0.4784,2500
20,10,0.9,0.4,0.4,0.0,0.0,1,0.4024,2500
20,10,0.9,0.4,0.4,0.2,0.15,3,0.112,2500
20,10,0.9,0.4,0.0,0.2,0.15,6,0.1032,2500
20,10,0.9,0.8,0.0,0.0,0.0,1,0.9632,2500
20,10,0.9,0.8,0.4,0.0,0.0,1,0.9184,2500
20,10,0.9,0.8,0.4,0.2,0.15,3,0.3496,2500
20,10,0.9,0.8,0.0,0.2,0.15,6,0.3292,2500
20,10,0.9,1.2,0.0,0.0,0.0,1,1.0,2500
20,10,0.9,1.2,0.4,0.0,0.0,1,0.9988,2500
20,10,0.9,1.2,0.4,0.2,0.15,3,0.5528,2500
20,10,0.9,1.2,0.0,0.2,0.15,6,0.5044,2500
